tweet,class
ضد الفساد مع  ثوره_25_يناير  باسم_رءيسا_لمصر  انتخبوا_العرص  ,2
 يوسف_الحسيني يتلقي تهديدات بالقتل الارهابي ابو سمرهازاي وليه الناس دي متسابه كده مش بيتحقق معها  ,0
المجلس العسكري ووزاره الداخليه اوقفوا القتل وسفك الدماء فورا الدم المصري خط احمر  ,2
دا خنقني ساعه مدخلت علي طنيطر والصدمه اللي جبتلي الشلل لما عرفت مسيحي  ,0
اءكدلك ان الاخوان امبارح في اسكندريه كان معاهم كل انواع الاسلحهمش سلميينالاخوان مجموعه ارهاب   ,0
اهم واكثر المقالات حياديه عن مواد الدستور الملغمه  لا تخن ربك وبلدك واهلك ونفسك  واعرف صوتك هيودينا كلمنا فين  ,2
سيبك انت بس السيسي راعبهم  انتخبوا_البرص  ,0
يعطل القانون وجب وقفه ولكن السباب ينافي الكثير الاخلاق والمبادء  ,2
لم اتحدث مع ال خلال الايام الماضيه علي الاطلاق والخبر المتداول علي بعض المواقع والمنسوب بشان تطورات الاحداث في مصر كاذب ومفبرك  ,0
 الببلاوي  اعتبار  الاخوان  جماعه_ارهابيه قرار سياسي وليس قانونيا  لن تنقذ رقبتك مهما حاولت ايها المجرم فدماء الالاف في رقبتك وشركاءك   ,0
الانقلاب ضاق حتي بمن كان يعتبرهم علماء معتدلين امثال الشيخ الحويني   والدور ماشي ومش حيخلوا    انقلاب_3يوليو  مصر_الليله  ,0
شكرا لكل شارك في البرنامج انتم شركاء في الفرحه احسن فريق اعداد اخراج انتاج كتابه فخور بشغلي معاكم  ,1
ال الشمال ده زيت  باسم_عوده الارهابي اما اللي علي اليمين ده زيت الاستقرار بتاع  السيسي  ,2
مرسي في خاطري في دمي احبه كل روحي دمي    ,1
 تحيا_مصر     سانتخب_السيسي              ,2
مصر مدرسه القمع الحديثه ولهذا ينتشر الضباط في المدارس  ,0
اما طاءفه مبرري الاستبداد والساءرين في ركب الاخوان دافعوا عن اعلان الاستبداد واشتركوا في جريمه الدستور  لن تفيدكم بهلوانيتكم  ,0
شباب الحمله ناشط في كل محافظه اجل مصر المستقبل بارك الله فيكم معا سنغير  ,1
يعني الاول يجي  العرص يخطف الرءيس وبعدين يدي راقصه  الام_المثاليه وبعدين  نكاح_الكاراتيه ودلوقت بطوله  شباب_يمص شيشه وبعدين   ,0
 سر_مش_مكسوف_منه انا كشاب مصري عنده 26سنه عمري ما حسيت بشعور الوطنيه وانتماءي لبلدي غير سنه 2011 25 لاني حسيت هتكون بلدي  ,2
والله ما عارف اضحك الله يحرق  ثانويه_عامه علي مدرسينها واحد واحد  ,0
مرت اسابيع علي مذبحه  رابعه النهضه تشبه في بشاعتها مذابح صابرا شاتيلا سربرنتسيا 11سبتمبر لا يفعلها   ,0
في  عيد_العمال كل الوزراء والمدراء والموظفين وغيرهم مجاز الا العمال قبله حب علي جبينكم  ,1
2000  واحد مننا وعايش زينتا واحد مش مننا  عمره مثلنا دا ممثل ظيطه ولزوم الهيصه  مرار_طافح  ,2
 جديد_في_تويتر الراءع انك بتتعلم البلاغه لانك ملزم 140 حرف  ,1
   تغيرت حينما اكتشفت اني في الحلم وحدي وفي الحب وحدي وفي الالم وحدي     سري  ,2
عصام كاريكا    المطرب المحجب     ,0
كونك كحاكم فرحان باراء المبرراتيه اللي لابسين بدل وباصين لمصالحهم براحتك في الاخر عملت مشكله في الشارع مش هيحلها غير الشارعخليهم ينفعوك  ,0
الاخوان يطالبون الشرطه بالاعتذار لانهم غطوا عيني جمال صابر اثناء القبض عليه وماذا عن 80 شهيدا دمهم حلال لانهم ليسوا اخوانا سقوط اخلاقي  ,0
نرفض تقييد حق الاعتصام واعطاء سلطات مطلقه للامن في منع التظاهر والمبالغه في العقوبات وتوسيع حرم منع التظاهر لا للقانون بصيغته الراهنه  ,0
يوسف الحسيني بالفيديو يفضح كذب قناه  الجزيره ويكشف تمثيل الاخوان دور الموتي اشراف قناه الجزيره  ,0
المتخاذلون المتحولون  يقول مارتن لوثر عندما ينتهي كل شيء لن تذكر شيءا كلمات اعداءك لكن صمت اصدقاءك سيترك اثرا لن يزول  ,0
بين قيادات جبهه الانقاذ لايصلح لاداره جريده ولكن عن اخوانك اليس فيهم لايصلح الا لاداره بقاله اين نقدك  ,2
افرق في حديثي بشكل واضح بين مءسسه الجيش نعتز بها جيش مهني ووطني دور المجلس العسكري باعتباره متولي  ,1
تغيير اوباما لموقفه لدعم الانقلاب يكشف نجاحا لاسراءيل في رعايه الانقلاب اليهود بيحركونا ويساعدونا فين ايام شتيمه  انت يهودي  ,0
اقوال شيخ المعلقين  محمد_رمضان  ماجد_عبدالله لابد ان هناك قناه رياضيه متخصصه لنجوميته وابداعه تقديرا  لتاريخه المجيد لوطنه ولناديه  ,1
السءال اللي محيني بخصوص  الاعدام_للجميع دي فين احكامك الناجزه بالاعدام للمخلوع  مبارك وعصابته واللي كان الشعب   ,2
الخير عليكي مصر حلوه لابسه جديد ان شاء الله هيكون احسن في اللي فات كل اللي جاي احلي  ,1
حضرت جلسه استماع واحده للدستور استمعوا بكل اهتمام ضربوا بملاحظاتنا عرض الحاءط لا للدستور  ,0
عباس يصف المحرقه ابشع جريمه  في العصر الحديث ويدعو اسراءيل لتحقيق السلام  افب  عباس  اسراءيل  المحرقه  ,0
جامعه هلسنكي فينلندا تختار  الساده_المحترمون  بفريق عمله كاملا البرنامج الاكثرمصداقيه وحرفيه في  مصر وتم ادراج بحث في دوريتها  فلسطين  ,1
مصر حره بارك الله في شعب مصر  ,1
اغرب ما يحدث ان تنتقد اشخاصا ينتمون الاسلام السياسي فيعاجلونك باتهام رهيب انك ضد الاسلام كيف ولماذا يحس انسان بانه الاسلام  ,0
المراه شريك اساسي في مشروعنا للوطن يكفي ما تعرضت له تمييز واقصاء موروثات اجتماعيه سيءه وفهم خاطء للاسلام  ,2
بعض الاصدقاء احترمهم رفضوا فكرتي بفظاظه لازلت مقتنعا بها مهمتنا ان نقضي علي الاميه نقضي علي استغلالها لحساب فصيل  ,2
اما ان عبد الجليل الشرنوبي كذب او محمد مرسي كذب  شوف كده مين اللي ليه سوابق في الكذب واخلاف الوعود واحكم براحتك  ,0
وجهه نظر ساذجه تقول ان ناضل في يحق له ان يتحول ندل  ,0
الله اكبر الله اكبرالله اكبر لا اله الا الله تكبيرات العيد تبعث في الوجدان طاقه ايمانيه عظيمه كل عام وانتم بخير  ,1
لله الحمد تجوزنا 5000 محب متابع لصفحه  الاقصي متي نصل 10 الاف محب ومتابع     تغريدات_الدكتور_عوض_القرني  ,1
مكتسبات ثوره  25_يناير راحت في الزباله عوده لعصور الظلام وامن الدوله  نظام_زاءل  ,0
 اوعي_تنسي طوابير السيسي اخونه المقابر زرع في مل عاءله جرح عميق لسه فاكر انت نسيت    ,0
